ID,steps,happiness_score
1243,5903,0.931464174454828
1245,5903,0.900311526479751
1249,5903,0.862928348909657
1250,5903,0.856697819314642
1251,5903,0.856697819314642
1252,5903,0.809968847352025
1254,5903,0.809968847352025
1255,5903,0.757009345794392
1257,5903,0.757009345794392
1258,5903,0.682242990654206
1262,5903,0.548286604361371
1263,5903,0.526479750778816
1266,5764,0.94392523364486
1267,5764,0.94392523364486
1268,5764,0.869158878504673
1270,5764,0.850467289719626
1271,5764,0.850467289719626
1273,5764,0.850467289719626
1275,5764,0.81619937694704
1276,5764,0.81619937694704
1279,5764,0.753894080996885
1280,5764,0.750778816199377
1282,5764,0.750778816199377
1283,5764,0.688473520249221
1289,5764,0.551401869158878
1291,5602,0.940809968847352
1292,5602,0.937694704049844
1295,5602,0.875389408099688
1296,5602,0.819314641744548
1299,5602,0.738317757009346
1303,5602,0.697819314641744
1306,5602,0.654205607476635
1308,5602,0.529595015576324
1312,5463,0.931464174454828
1313,5463,0.881619937694704
1314,5463,0.878504672897196
1317,5463,0.728971962616822
1318,5463,0.728971962616822
1320,5463,0.64797507788162
1323,5463,0.529595015576324
1325,5301,0.922118380062305
1327,5301,0.919003115264797
1328,5301,0.919003115264797
1334,5301,0.878504672897196
1339,5301,0.73208722741433
1341,5301,0.641744548286604
1344,5301,0.595015576323988
1345,5301,0.595015576323988
1346,5301,0.598130841121495
1348,5301,0.595015576323988
1351,5301,0.598130841121495
1352,5301,0.588785046728972
1356,5301,0.573208722741433
1358,5301,0.570093457943925
1360,5301,0.573208722741433
1362,5301,0.573208722741433
1363,5301,0.573208722741433
1364,5301,0.554517133956386
1366,5301,0.557632398753894
1367,5301,0.529595015576324
1370,5162,0.881619937694704
1371,5162,0.881619937694704
1373,5162,0.73208722741433
1379,5162,0.61993769470405
1380,5162,0.61993769470405
1382,5162,0.61993769470405
1393,5000,0.81619937694704
1395,5000,0.557632398753894
1396,5000,0.554517133956386
1397,5000,0.560747663551402
1400,5000,0.526479750778816
1401,4861,0.928348909657321
1404,4861,0.890965732087227
1406,4861,0.88785046728972
1410,4861,0.551401869158878
1412,4861,0.535825545171339
1413,4861,0.523364485981308
1416,4699,0.900311526479751
1420,4699,0.81619937694704
1421,4699,0.735202492211838
1423,4699,0.532710280373832
1424,4699,0.523364485981308
1425,4560,0.81619937694704
1426,4560,0.81619937694704
1427,4560,0.735202492211838
1428,4560,0.735202492211838
1429,4560,0.548286604361371
1431,4560,0.523364485981308
1432,4560,0.520249221183801
1434,4398,0.735202492211838
1435,4398,0.735202492211838
1436,4398,0.538940809968847
1437,4398,0.538940809968847
1438,4398,0.529595015576324
1439,4398,0.529595015576324
1442,4236,0.735202492211838
1444,4236,0.538940809968847
1445,4236,0.526479750778816
1447,4236,0.520249221183801
1450,4097,0.735202492211838
1451,4097,0.735202492211838
1454,4097,0.535825545171339
1456,3935,0.928348909657321
1457,3935,0.928348909657321
1458,3935,0.919003115264797
1462,3935,0.735202492211838
1463,3935,0.538940809968847
1467,3796,0.928348909657321
1471,3796,0.735202492211838
1472,3796,0.545171339563863
1473,3796,0.532710280373832
1474,3796,0.532710280373832
1475,3796,0.545171339563863
1476,3796,0.523364485981308
1477,3634,0.928348909657321
1478,3634,0.931464174454828
1481,3634,0.735202492211838
1482,3634,0.545171339563863
1485,3634,0.529595015576324
1488,3634,0.529595015576324
1490,3634,0.523364485981308
1492,3495,0.931464174454828
1495,3495,0.545171339563863
1496,3495,0.538940809968847
1497,3495,0.526479750778816
1498,3495,0.523364485981308
1499,3333,0.928348909657321
1501,3333,0.912772585669782
1502,3333,0.81619937694704
1504,3333,0.535825545171339
1507,3333,0.542056074766355
1509,3194,0.909657320872274
1512,3194,0.884735202492212
1516,3194,0.529595015576324
1518,3194,0.529595015576324
1520,3194,0.529595015576324
1522,3032,0.925233644859813
1523,3032,0.903426791277258
1524,3032,0.903426791277258
1525,3032,0.884735202492212
1532,3032,0.532710280373832
1533,3032,0.535825545171339
1540,2870,0.953271028037383
1543,2870,0.953271028037383
1545,2870,0.925233644859813
1547,2870,0.897196261682243
1548,2870,0.897196261682243
1549,2870,0.884735202492212
1553,2870,0.819314641744548
1556,2731,0.937694704049844
1561,2731,0.937694704049844
1564,2731,0.890965732087227
1565,2731,0.894080996884735
1566,2731,0.884735202492212
1572,2731,0.838006230529595
1575,2731,0.834890965732087
1579,2731,0.834890965732087
1580,2731,0.819314641744548
1583,2731,0.819314641744548
1584,2731,0.819314641744548
1586,2731,0.841121495327103
1589,2569,0.978193146417445
1592,2569,0.884735202492212
1593,2569,0.806853582554517
1596,2569,0.735202492211838
1598,2431,0.97196261682243
1599,2431,0.97196261682243
1600,2431,0.97196261682243
1601,2431,0.919003115264797
1602,2431,0.890965732087227
1603,2431,0.884735202492212
1605,2431,0.884735202492212
1610,2269,0.962616822429906
1611,2269,0.962616822429906
1618,2269,0.959501557632399
1620,2269,0.919003115264797
1621,2269,0.890965732087227
1624,2269,0.794392523364486
1627,2130,0.981308411214953
1628,2130,0.981308411214953
1630,2130,0.91588785046729
1634,1968,0.912772585669782
1635,1968,0.912772585669782
1638,1968,0.738317757009346
1639,1968,0.735202492211838
1641,1829,0.987538940809969
1645,1829,0.890965732087227
1647,1829,0.88785046728972
1648,1829,0.890965732087227
1650,1667,0.987538940809969
1651,1667,0.900311526479751
1655,1667,0.73208722741433
1657,1667,0.73208722741433
1658,1667,0.735202492211838
1663,1528,0.735202492211838
1664,1528,0.735202492211838
1665,1366,0.968847352024922
1673,1366,0.959501557632399
1675,1366,0.962616822429906
1678,1366,0.959501557632399
1680,1366,0.959501557632399
1685,1204,0.968847352024922
1687,1204,0.968847352024922
1688,1204,0.894080996884735
1689,1204,0.894080996884735
1693,1065,0.890965732087227
1699,903,0.940809968847352
1705,903,0.738317757009346
1707,764,0.947040498442367
1708,764,0.947040498442367
1718,602,0.956386292834891
1735,602,0.85981308411215
1739,602,0.753894080996885
1747,463,0.900311526479751
1766,301,0.772585669781931
